id,question,answer_text,context,source,domain,split,question_type,no_of_hops,reasoning_type,span_start,span_end,evidence_relations
Novel-2f70ddcb,What role did Capt. William Henry Acker have in the First Minnesota regiment?,Capt. William Henry Acker organized a company for the First Minnesota regiment and was made captain of it.,Capt. William Henry Acker organized a company for the First Minnesota regiment. Capt. William Henry Acker was made captain of the company.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-6e99ce81,How was the Minnesota Packet company connected to transportation on the Minnesota river and to La Crosse?,The Minnesota Packet company had lines for points on the Minnesota river and had lines to La Crosse.,The Minnesota Packet company had lines for points on the Minnesota river. The Minnesota Packet company had lines to La Crosse.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-32fce5f0,What was the relationship between the St. Paul fire department and the Hope Engine Company No. 1?,Hope Engine Company No. 1 participated in the St. Paul fire department.,Hope Engine Company No. 1 participated in the St. Paul fire department.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,0,71,
Novel-a23b73f0,What is the chain of associations from the Concert Hall building in St. Paul to Frank Moore's service in the Civil War?,"The Concert Hall building in St. Paul was on Third street, which was the location of the Pioneer, where Frank Moore was employed by the Minnesotian; Frank Moore later served in the Civil War.",The Concert Hall building in St. Paul was on Third street. The Pioneer was located on Third street. Frank Moore was employed by the Minnesotian. Frank Moore later served in the Civil War.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-1aff3c5a,How is Abraham Lincoln indirectly linked to the activities of the Wide-Awakes?,"The Wide-Awakes, commanded by Capt. William Henry Acker, were devoted to the promotion of Abraham Lincoln's candidacy.",The Wide-Awakes were commanded by Capt. William Henry Acker. The Wide-Awakes were devoted to the promotion of Abraham Lincoln's candidacy.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-9eb74247,How does the Pioneer newspaper connect to the competition between the Times and the Minnesotian?,"The Pioneer was located on Third street and competed with the Times, which in turn competed with the Minnesotian.",The Pioneer was located on Third street. The Pioneer competed with the Times. The Times competed with the Minnesotian.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-549bea73,What is the connection between the Government neglecting its wards in Minnesota and the Indian protests?,"The Government neglected its wards in Minnesota, leading to Indians protesting against traders sitting at the pay table.",The Government neglected its wards in Minnesota. Indians protested against traders sitting at the pay table.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-948d0b3b,How are Gen. Sibley’s actions toward the Sioux and Indians linked to government policies?,"Gen. Sibley made inquiries about the Indians, who protested against the government, which had neglected its wards in Minnesota.",Gen. Sibley made inquiries about the Indians. The Indians protested against the government. The government had neglected its wards in Minnesota.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-2b192a66,How does the military service of Frank Moore relate to the broader national conflict of the Civil War?,"Frank Moore worked for the Minnesotian and served in the Civil War, which occurred during the United States' existence.",Frank Moore worked for the Minnesotian. Frank Moore served in the Civil War. The Civil War occurred during the United States' existence.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-2c8f6957,What is the relationship between the location of the Pioneer and Frank Moore’s involvement with the Civil War?,"The Pioneer was located on Third street, and Frank Moore, who worked for the Minnesotian (a competing newspaper), served in the Civil War.",The Pioneer was located on Third street. Frank Moore worked for the Minnesotian. Frank Moore served in the Civil War.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-cce375db,How does the Concert Hall building serve as a nexus for journalistic and military narratives in St. Paul?,"The Concert Hall building in St. Paul was on Third street, the location of the Pioneer, which was involved in journalistic competition and indirectly linked to individuals like Frank Moore, who later served in the Civil War.",The Concert Hall building in St. Paul was on Third street. The Pioneer was involved in journalistic competition. The Pioneer was indirectly linked to individuals like Frank Moore. Frank Moore later served in the Civil War.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-97ebb009,Which links connect Capt. William Henry Acker to the First Minnesota regiment?,Capt. William Henry Acker formed the Pioneer Guards and was later made captain of the First Minnesota regiment.,Capt. William Henry Acker formed the Pioneer Guards. Capt. William Henry Acker was later made captain of the First Minnesota regiment.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-c1dfbaf9,How does the Government’s handling of Indian affairs relate to Gen. Sibley’s inquiries?,"Gen. Sibley made inquiries about the Indians, who protested against government actions, specifically neglect in Minnesota.",Gen. Sibley made inquiries about the Indians. The Indians protested against government actions. The Indians specifically protested neglect in Minnesota.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-60735dd1,How is the Civil War contextually tied to the activities of the Minnesotian newspaper?,"Frank Moore worked for the Minnesotian and later served in the Civil War, which took place in the United States.",Frank Moore worked for the Minnesotian. Frank Moore later served in the Civil War. The Civil War took place in the United States.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-0f29cc97,What is the link between Capt. William Henry Acker’s funeral and his community roles?,"Capt. William Henry Acker, who formed the Pioneer Guards, had his funeral at St. Paul’s church.",Capt. William Henry Acker formed the Pioneer Guards. Capt. William Henry Acker had his funeral at St. Paul’s church.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-6d7ef8d8,How did the events involving the Sioux influence Minnesota’s military mobilization?,"The Sioux were rebellious against Gen. Sibley, and after the United States gained land from them, Minnesota was called upon to furnish the Sixth regiment.",The Sioux were rebellious against Gen. Sibley. The United States gained land from the Sioux. Minnesota was called upon to furnish the Sixth regiment.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-538e3c44,How is ex-Gov. Marshall connected to the career of Capt. William Henry Acker?,"Capt. William Henry Acker changed to a position in the Bank of Minnesota, which was established by ex-Gov. Marshall.",Capt. William Henry Acker changed to a position in the Bank of Minnesota. The Bank of Minnesota was established by ex-Gov. Marshall.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-32bdc42b,How do the Pioneer Guards and Wide-Awakes reflect the civic engagement in St. Paul?,"Capt. William Henry Acker formed the Pioneer Guards and was chosen commander of the Wide-Awakes, both of which were active civic organizations in St. Paul.",Capt. William Henry Acker formed the Pioneer Guards. Capt. William Henry Acker was chosen commander of the Wide-Awakes. The Pioneer Guards and Wide-Awakes were active civic organizations in St. Paul.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-1054b473,What is the link between the civil-military organizations and the promotion of Abraham Lincoln’s candidacy?,"The Wide-Awakes, a civil-military organization commanded by Capt. William Henry Acker, were devoted to promoting Abraham Lincoln's candidacy.",The Wide-Awakes were a civil-military organization. Capt. William Henry Acker commanded the Wide-Awakes. The Wide-Awakes were devoted to promoting Abraham Lincoln's candidacy.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-8d0e37f9,Describe the series of competitions among newspapers along Third street in St. Paul.,"The Pioneer, located on Third street, competed with the Times, which in turn competed with the Minnesotian.",The Pioneer was located on Third street. The Pioneer competed with the Times. The Times competed with the Minnesotian.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-09c3281f,"What were the key military experiences and connections of Capt. E.Y. Shelly, who organized Brackett's battalion, fought in the Mexican war as a member of the Third United States dragoons, took passage to St. Paul, and was employed by Mr. Goodhue, thereby establishing significant military and personal ties to St. Paul?","Capt. E.Y. Shelly organized Brackett's battalion, fought in the Mexican war, joined the Third United States dragoons, took passage to St. Paul, and was employed by Mr. Goodhue, establishing significant military and personal connections to St. Paul.",Capt. E.Y. Shelly organized Brackett's battalion. Capt. E.Y. Shelly fought in the Mexican war. Capt. E.Y. Shelly was a member of the Third United States dragoons. Capt. E.Y. Shelly took passage to St. Paul. Capt. E.Y. Shelly was employed by Mr. Goodhue. Capt. E.Y. Shelly established significant military and personal connections to St. Paul.,Novel-10146,novel,train,Contextual Summarize,1,Summarization,-1,-1,
Novel-506824e8,What role did the Second Minnesota play in the Union's efforts during the conflicts with the Sioux?,"The Second Minnesota fought at Mill Springs, was included in the Union forces, and received congratulations from President Lincoln for its contributions.",The Second Minnesota fought at Mill Springs. The Second Minnesota was included in the Union forces. The Second Minnesota received congratulations from President Lincoln for its contributions.,Novel-10146,novel,train,Complex Reasoning,2,Multi-hop,-1,-1,
Novel-aacc2e77,"How was the International hotel in St. Paul, located on Jackson street, connected to notable historical figures and events—for example, as the headquarters of William H. Seward, under the management of Col. E.C. Belote, and renamed by Samuel Mayall?","The International hotel was the headquarters of William H. Seward, was managed by Col. E.C. Belote, was renamed by Samuel Mayall, and was located on Jackson street.",The International hotel was the headquarters of William H. Seward. The International hotel was managed by Col. E.C. Belote. The International hotel was renamed by Samuel Mayall. The International hotel was located on Jackson street.,Novel-10146,novel,train,Contextual Summarize,1,Summarization,-1,-1,
